1, 25.0
2, 25.125
3, 25.25
4, 25.375
5, 25.5
6, 25.625
7, 25.75
8, 25.875
9, 26.0
10, 26.125
11, 26.25
12, 26.375
13, 26.5
14, 26.625
15, 26.75
16, 26.875
17, 27.0
18, 27.125
19, 27.25
20, 27.375
21, 27.5
22, 27.625
23, 27.75
24, 27.875
25, 28.0
26, 28.125
27, 28.25
28, 28.375
29, 28.5
30, 28.625
31, 28.75
32, 28.875
33, 29.0
34, 29.125
35, 29.25
36, 29.375
37, 29.494594594594595
38, 29.61315789473684
39, 29.73076923076923
40, 29.847500000000004
41, 29.95365853658537
42, 30.065476190476197
43, 30.176744186046516
44, 30.2875
45, 30.39777777777778
46, 30.490217391304352
47, 30.5968085106383
48, 30.703125000000004
49, 30.809183673469395
50, 30.915000000000006
51, 30.997058823529414
52, 31.1
53, 31.202830188679247
54, 31.305555555555557
55, 31.40818181818182
56, 31.482142857142858
57, 31.582456140350878
58, 31.682758620689658
59, 31.783050847457627
60, 31.883333333333333
61, 31.950819672131146
62, 32.049193548387095
63, 32.147619047619045
64, 32.24609375
65, 32.34461538461539
66, 32.40681818181818
67, 32.50373134328358
68, 32.60073529411765
69, 32.697826086956525
70, 32.795
71, 32.85281690140845
72, 32.94861111111111
73, 33.044520547945204
74, 33.14054054054054
75, 33.236666666666665
76, 33.29078947368421
77, 33.385714285714286
78, 33.48076923076923
79, 33.575949367088604
80, 33.67125
81, 33.72222222222222
82, 33.81646341463414
83, 33.910843373493975
84, 34.00535714285714
85, 34.1
86, 34.14825581395349
87, 34.24195402298851
88, 34.335795454545455
89, 34.42977528089887
90, 34.52388888888889
91, 34.56978021978022
92, 34.66304347826087
93, 34.75645161290323
94, 34.85
95, 34.943684210526314
96, 34.987500000000004
97, 35.080412371134024
98, 35.173469387755105
99, 35.266666666666666
100, 35.36
101, 35.4019801980198
102, 35.49460784313725
103, 35.5873786407767
104, 35.68028846153846
105, 35.77333333333333
106, 35.81367924528302
107, 35.90607476635514
108, 35.99861111111111
109, 36.091284403669725
110, 36.18409090909091
111, 36.222972972972975
112, 36.315178571428575
113, 36.407522123893806
114, 36.5
115, 36.59260869565217
116, 36.6301724137931
117, 36.722222222222214
118, 36.81440677966101
119, 36.90672268907563
120, 36.99916666666666
121, 37.035537190082636
122, 37.12745901639344
123, 37.21951219512194
124, 37.31169354838708
125, 37.40399999999999
126, 37.43928571428571
127, 37.53110236220472
128, 37.623046875
129, 37.71511627906977
130, 37.80730769230769
131, 37.841603053435115
132, 37.93333333333333
133, 38.02518796992481
134, 38.11716417910448
135, 38.20925925925926
136, 38.24264705882353
137, 38.33430656934307
138, 38.42608695652174
139, 38.51798561151079
140, 38.61
141, 38.642553191489355
142, 38.73415492957746
143, 38.82587412587412
144, 38.91770833333333
145, 39.009655172413794
146, 39.04143835616438
147, 39.13299319727891
148, 39.224662162162154
149, 39.31644295302013
150, 39.408333333333324
151, 39.43940397350993
152, 39.53092105263158
153, 39.622549019607845
154, 39.714285714285715
155, 39.80612903225806
156, 39.83653846153846
157, 39.928025477707
158, 40.019620253164554
159, 40.11132075471698
160, 40.203125
161, 40.232919254658384
162, 40.32376543209877
163, 40.41472392638036
164, 40.50579268292683
165, 40.596969696969694
166, 40.626204819277106
167, 40.717065868263475
168, 40.808035714285715
169, 40.8991124260355
170, 40.99029411764705
171, 41.01900584795321
172, 41.10988372093023
173, 41.20086705202311
174, 41.2919540229885
175, 41.38314285714285
176, 41.41136363636363
177, 41.50225988700565
178, 41.59325842696629
179, 41.68435754189944
180, 41.775555555555556
181, 41.80331491712707
182, 41.824175824175825
183, 41.91174863387978
184, 42.00163043478261
185, 42.02324324324325
186, 42.11102150537635
187, 42.20053475935829
188, 42.2218085106383
189, 42.2484126984127
190, 42.337105263157895
191, 42.35994764397907
192, 42.44453125000001
193, 42.5318652849741
194, 42.55335051546392
195, 42.63769230769231
196, 42.66352040816327
197, 42.68756345177666
198, 42.771717171717185
199, 42.85854271356785
200, 42.879750000000016
201, 42.96368159203981
202, 43.05024752475247
203, 43.0756157635468
204, 43.10049019607843
205, 43.18634146341463
206, 43.210194174757284
207, 43.29371980676329
208, 43.37932692307694
209, 43.40574162679428
210, 43.48952380952383
211, 43.51374407582941
212, 43.53773584905663
213, 43.617370892018805
214, 43.70046728971965
215, 43.72790697674419
216, 43.75208333333334
217, 43.83502304147465
218, 43.86284403669726
219, 43.94589041095892
220, 44.029090909090925
221, 44.057466063348436
222, 44.08130630630633
223, 44.16434977578477
224, 44.19308035714288
225, 44.276222222222245
226, 44.35951327433631
227, 44.38876651982381
228, 44.47214912280703
229, 44.495414847161584
230, 44.52499999999999
231, 44.6082251082251
232, 44.68857758620689
233, 44.718669527897006
234, 44.79914529914531
235, 44.87978723404256
236, 44.91038135593222
237, 44.93291139240508
238, 45.01344537815128
239, 45.04435146443517
240, 45.125000000000014
241, 45.20580912863072
242, 45.237190082644645
243, 45.259465020576144
244, 45.282581967213126
245, 45.31408163265304
246, 45.33780487804876
247, 45.36234817813763
248, 45.39395161290323
249, 45.419076305220884
250, 45.445
251, 45.47669322709164
252, 45.55039682539683
253, 45.624308300395256
254, 45.65649606299214
255, 45.68235294117648
256, 45.756250000000016
257, 45.7887159533074
258, 45.86279069767443
259, 45.93706563706564
260, 45.96999999999998
261, 46.044444444444416
262, 46.06984732824425
263, 46.103041825095055
264, 46.177462121212116
265, 46.25207547169811
266, 46.28571428571429
267, 46.360486891385776
268, 46.43544776119404
269, 46.46951672862455
270, 46.494259259259266
271, 46.56918819188193
